reference,longitude,latitude,10/27/12 0:00,10/27/12 12:00,10/28/12 0:00,10/28/12 12:00,10/29/12 0:00,10/29/12 12:00,10/30/12 0:00,10/30/12 12:00,10/31/12 0:00,10/31/12 12:00,11/1/12 0:00,11/1/12 12:00,11/2/12 0:00,11/2/12 12:00,11/3/12 0:00,11/3/12 12:00,11/4/12 0:00,11/4/12 12:00,11/5/12 0:00,11/5/12 12:00,11/6/12 0:00,11/6/12 12:00,11/7/12 0:00,11/7/12 12:00,11/8/12 0:00,11/8/12 12:00,11/9/12 0:00
asset_1309,-73.98064323,40.72255015,0.000150787,0.000150813,0.000150851,0.000150876,0.000150902,0.000150931,0.000150957,0.000150982,0.000151194,0.000151219,0.000151245,0.00015127,0.000151296,0.000151324,0.000151384,0.000151904,0.000151954,0.000152064,0.000152089,0.000152121,0.000152147,0.000152173,0.000152198,0.000152224,0.00015225,0.000152276,0.000152302
asset_1310,-73.98466017,40.74655061,8.58E-05,8.58E-05,8.58E-05,8.58E-05,8.58E-05,8.58E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.59E-05,8.60E-05,8.60E-05,8.60E-05,8.60E-05,8.61E-05,8.61E-05,8.61E-05,8.62E-05,8.62E-05,8.62E-05,8.62E-05,8.62E-05,8.62E-05,8.62E-05
asset_1311,-73.96003644,40.77412534,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.86E-05,7.86E-05,7.86E-05,7.86E-05,7.86E-05,7.86E-05,7.86E-05,7.87E-05,7.87E-05,7.87E-05,7.87E-05,7.87E-05,7.87E-05,7.87E-05,7.88E-05,7.88E-05,7.88E-05,7.88E-05,7.88E-05
asset_1312,-73.99921105,40.75849321,0.000100252,0.00010027,0.000100288,0.00010033,0.000100348,0.000100365,0.000100383,0.000100401,0.00010042,0.000100438,0.000100455,0.000100473,0.000100491,0.000100509,0.000100526,0.000100544,0.000100562,0.000100583,0.000100601,0.000100618,0.000100636,0.000100657,0.000100676,0.000100694,0.000100711,0.000100729,0.000100747
asset_1313,-73.94184562,40.82545176,7.07E-05,7.08E-05,7.08E-05,7.08E-05,7.08E-05,7.08E-05,7.08E-05,7.08E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.09E-05,7.10E-05,7.10E-05,7.10E-05,7.10E-05,7.10E-05,7.10E-05,7.10E-05,7.10E-05,7.11E-05,7.11E-05
asset_1314,-74.01214729,40.69220341,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.61E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05,3.62E-05
asset_1315,-73.92339711,40.87296622,8.28E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.29E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.30E-05,8.31E-05,8.31E-05,8.31E-05,8.31E-05,8.31E-05,8.31E-05,8.32E-05,8.32E-05,8.32E-05,8.32E-05,8.32E-05,8.32E-05
asset_1316,-73.98509628,40.75703054,0.000122034,0.000122056,0.000122092,0.00012298,0.000123019,0.000123053,0.000123074,0.000123095,0.000123116,0.000123137,0.000123158,0.000123179,0.0001232,0.000123221,0.000123242,0.000123334,0.000123367,0.000123709,0.000123733,0.000123866,0.000123888,0.00012392,0.000123942,0.000123977,0.000123998,0.000124027,0.000124052
asset_1317,-74.01265357,40.70465447,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,3.99E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.00E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05,4.01E-05
asset_1318,-73.94407697,40.79836647,0.002004217,0.002004673,0.002005807,0.002007737,0.002027829,0.00202817,0.002028511,0.002028851,0.002029192,0.002029532,0.002029873,0.002030214,0.002030554,0.002030895,0.002031237,0.002032194,0.002032535,0.002032876,0.002033217,0.00203356,0.002033907,0.002034248,0.0020347,0.002035072,0.002035413,0.002035754,0.00203626
asset_1319,-73.94893293,40.79697295,0.000719335,0.000719617,0.000720903,0.000722363,0.000723163,0.000723297,0.000723432,0.000723566,0.000723701,0.000723835,0.00072397,0.000724104,0.000724239,0.000724373,0.000724508,0.00072471,0.000724935,0.00072537,0.000725507,0.00072575,0.000725889,0.000726454,0.000726604,0.000726815,0.000726952,0.00072718,0.000727318
asset_1320,-73.94130554,40.80268564,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.61E-05,4.61E-05,4.61E-05
asset_1321,-73.95719826,40.78480381,6.28E-05,6.28E-05,6.28E-05,6.28E-05,6.28E-05,6.28E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.29E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.30E-05,6.31E-05,6.31E-05
asset_1322,-74.00474074,40.70771004,0.000104827,0.000104844,0.000104862,0.000104905,0.000104923,0.00010494,0.000104958,0.000104976,0.000104993,0.000105011,0.000105028,0.000105046,0.000105064,0.000105081,0.000106152,0.00010617,0.000106187,0.000106205,0.000106223,0.000106241,0.000106262,0.000106281,0.000106304,0.000106324,0.000106343,0.000106361,0.000106379
asset_1323,-73.98146166,40.72154807,0.000266076,0.000266127,0.000266179,0.000266233,0.000266284,0.000266334,0.000266384,0.000266434,0.000266484,0.000266534,0.000266584,0.000266634,0.000266684,0.000266733,0.000266797,0.000266849,0.00026709,0.000267263,0.000267313,0.000267363,0.000267413,0.000267463,0.000267514,0.000267564,0.000267614,0.000267664,0.000267714
asset_1324,-73.96444075,40.79886046,4.34E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.35E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.36E-05,4.38E-05,4.38E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.39E-05,4.40E-05
asset_1325,-73.95205096,40.81542009,0.000111585,0.000111604,0.000111623,0.000111643,0.000111662,0.000111681,0.000111701,0.00011172,0.000111739,0.000111759,0.000111779,0.000111799,0.000111818,0.000111837,0.000111858,0.00011188,0.000111901,0.000111924,0.000111945,0.000111966,0.000111986,0.000112007,0.000112028,0.000112049,0.00011207,0.000112091,0.000112114
asset_1326,-73.97449864,40.74107344,0.00011281,0.00011283,0.00011285,0.000112875,0.000112901,0.000112921,0.000112941,0.000112964,0.000112985,0.000113005,0.000113025,0.000113045,0.000113065,0.000113117,0.000113139,0.000113199,0.000113222,0.00011328,0.000113301,0.000113368,0.000113388,0.000113442,0.000113462,0.000113518,0.000113538,0.000113588,0.000113608
asset_1327,-73.9721088,40.74753411,8.38E-05,8.38E-05,8.39E-05,8.39E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.42E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05,8.43E-05
asset_1328,-73.98345741,40.75807739,9.90E-05,9.90E-05,9.90E-05,9.91E-05,9.91E-05,9.91E-05,9.91E-05,9.91E-05,9.91E-05,9.92E-05,9.92E-05,9.92E-05,9.92E-05,9.92E-05,9.92E-05,9.93E-05,9.93E-05,9.93E-05,9.93E-05,9.93E-05,9.93E-05,9.94E-05,9.94E-05,9.94E-05,9.94E-05,9.94E-05,9.94E-05
asset_1329,-73.92449536,40.79068992,5.27E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.28E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05,5.30E-05
asset_1330,-73.99777612,40.75217762,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.48E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05,5.49E-05
asset_1331,-73.96629082,40.81238905,0.000140751,0.000140776,0.000140801,0.000140874,0.000140899,0.00014093,0.000140955,0.00014098,0.000143815,0.000143841,0.000143867,0.000152892,0.00015292,0.000152947,0.000152975,0.000153009,0.000153036,0.000153069,0.000153096,0.00015313,0.000153158,0.000153185,0.000153212,0.000153242,0.000153271,0.000153299,0.000153327
asset_1332,-74.02007045,40.68900616,7.02E-05,7.02E-05,7.02E-05,7.02E-05,7.02E-05,7.03E-05,7.03E-05,7.03E-05,7.03E-05,7.03E-05,7.03E-05,7.03E-05,7.03E-05,7.04E-05,7.04E-05,7.04E-05,7.05E-05,7.05E-05,7.05E-05,7.05E-05,7.05E-05,7.05E-05,7.05E-05,7.05E-05,7.06E-05,7.06E-05,7.06E-05
asset_1333,-73.94294316,40.82977758,7.88E-05,7.90E-05,7.90E-05,7.90E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.92E-05,7.93E-05,7.93E-05,7.93E-05,7.93E-05,7.93E-05,7.93E-05,7.94E-05,7.94E-05
asset_1334,-73.98440412,40.76827664,0.000253579,0.000253854,0.000254128,0.000254402,0.000254677,0.000254952,0.000255226,0.000255501,0.000255776,0.000256051,0.000256325,0.0002566,0.000256875,0.000257151,0.000257426,0.000257701,0.000257976,0.000258256,0.000258531,0.000258806,0.000259082,0.000259357,0.000259633,0.000259909,0.000260185,0.00026046,0.000260736
asset_1335,-73.97867904,40.79323872,0.000341569,0.000341708,0.000341782,0.000341849,0.000341941,0.000342003,0.000342064,0.000342149,0.00034221,0.000342271,0.000342333,0.000342394,0.000342455,0.000342549,0.000342622,0.000342735,0.0003428,0.0003429,0.000342961,0.000343022,0.000343085,0.000343146,0.000343212,0.000343274,0.000343345,0.000343406,0.000343467
asset_1336,-73.92528199,40.87109187,8.64E-05,8.64E-05,8.64E-05,8.64E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.67E-05,8.67E-05,8.67E-05,8.67E-05,8.67E-05,8.67E-05,8.68E-05,8.82E-05,8.82E-05,8.83E-05
asset_1337,-73.99790339,40.72134714,0.000112931,0.000112952,0.000112972,0.000112993,0.000113014,0.000113035,0.000113055,0.000113076,0.000113148,0.000113169,0.00011319,0.000113211,0.000113231,0.000113252,0.000113273,0.000113309,0.000113329,0.000113413,0.000113434,0.000113459,0.00011348,0.000113605,0.000113626,0.000113647,0.000113668,0.000113689,0.000113718
asset_1338,-73.97594325,40.78530871,5.10E-05,5.10E-05,5.10E-05,5.10E-05,5.10E-05,5.10E-05,5.10E-05,5.10E-05,5.11E-05,5.11E-05,5.11E-05,5.11E-05,5.11E-05,5.11E-05,5.11E-05,5.36E-05,5.36E-05,5.36E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05,5.37E-05
asset_1339,-73.95282318,40.7740346,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.21E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05,5.22E-05
asset_1340,-73.9905043,40.77194667,6.41E-05,6.42E-05,6.42E-05,6.42E-05,6.44E-05,6.44E-05,6.44E-05,6.44E-05,6.44E-05,6.44E-05,6.44E-05,6.44E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.46E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05,6.48E-05,6.48E-05
asset_1341,-73.94630692,40.78080879,0.000156245,0.000156275,0.000156303,0.000156357,0.000156387,0.000156423,0.000156451,0.000156479,0.000156507,0.000156535,0.000156563,0.000156592,0.00015662,0.000156655,0.000156683,0.000156712,0.00015674,0.00015677,0.000156798,0.000156826,0.000156854,0.000156882,0.00015691,0.000156941,0.000156969,0.000156997,0.000157025
asset_1342,-74.00676277,40.72557146,9.19E-05,9.19E-05,9.19E-05,9.19E-05,9.19E-05,9.19E-05,9.20E-05,9.20E-05,9.20E-05,9.20E-05,9.20E-05,9.20E-05,9.21E-05,9.21E-05,9.21E-05,9.21E-05,9.21E-05,9.21E-05,9.22E-05,9.22E-05,9.22E-05,9.22E-05,9.22E-05,9.22E-05,9.23E-05,9.23E-05,9.23E-05
asset_1343,-73.98683324,40.73658108,8.07E-05,8.07E-05,8.07E-05,8.07E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.08E-05,8.09E-05,8.09E-05,8.10E-05,8.10E-05,8.10E-05,8.10E-05,8.15E-05,8.15E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.19E-05,8.20E-05,8.20E-05
asset_1344,-73.91869406,40.79585315,8.72E-05,8.72E-05,8.72E-05,8.72E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.73E-05,8.74E-05,8.74E-05,8.74E-05,8.74E-05,8.74E-05,8.78E-05,8.78E-05,8.81E-05,8.81E-05,8.81E-05,8.82E-05,8.82E-05,8.82E-05,8.82E-05,8.82E-05,8.82E-05,8.83E-05
asset_1345,-73.95410017,40.76654081,0.000116792,0.000116817,0.000116841,0.000116866,0.000116891,0.000116915,0.000116939,0.000116964,0.000118788,0.000118813,0.000118838,0.000118862,0.000118887,0.000118913,0.000118938,0.000118964,0.000118988,0.000119013,0.000119038,0.000119063,0.000119088,0.000119143,0.000119169,0.000119193,0.000119218,0.000119248,0.000119273
asset_1346,-73.93591406,40.80775371,5.37E-05,5.37E-05,5.37E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.38E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.39E-05,5.40E-05,5.40E-05,5.40E-05,5.40E-05
asset_1347,-73.97537678,40.73833626,0.000279707,0.000279758,0.000279879,0.000279943,0.000279999,0.000280093,0.00028018,0.000280255,0.000280306,0.00028036,0.000280412,0.000284185,0.000284237,0.00028429,0.000284347,0.000284404,0.000284482,0.000284635,0.000284687,0.000284745,0.000284797,0.00028485,0.000284902,0.000284957,0.00028501,0.000285066,0.000285118
asset_1348,-73.95808779,40.82195412,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.13E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05,3.14E-05
asset_1349,-73.98857181,40.72446118,0.001574641,0.001574931,0.00157522,0.001575509,0.001575798,0.001576089,0.001576378,0.001576667,0.001576957,0.001577246,0.001577535,0.001577825,0.001578114,0.001578404,0.001578693,0.001579007,0.001579298,0.001579587,0.001579877,0.001580166,0.001580456,0.001580745,0.001581035,0.001581324,0.001581614,0.001581904,0.001582193
asset_1350,-74.02231655,40.68636238,0.000121945,0.000121971,0.000122114,0.000122701,0.000122782,0.00012288,0.000122903,0.000122925,0.000122947,0.000122969,0.000122991,0.000123013,0.000123035,0.000123057,0.000123079,0.000123134,0.000123174,0.000123239,0.000123263,0.000123361,0.000123388,0.000123619,0.000123643,0.000123685,0.000123708,0.000123779,0.000123803
asset_1351,-73.98741877,40.72625902,5.65E-05,5.65E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.68E-05,5.68E-05,5.68E-05,5.68E-05,5.68E-05,5.68E-05,5.68E-05,5.69E-05,5.69E-05,5.69E-05
asset_1352,-73.91220506,40.8733774,0.000103186,0.000103206,0.000103227,0.000103247,0.000103268,0.000103288,0.000103308,0.000103329,0.000103349,0.00010337,0.00010339,0.00010341,0.000103431,0.000103451,0.000103472,0.000103495,0.000103567,0.000103588,0.00010361,0.000103655,0.000103676,0.000103707,0.000103739,0.00010376,0.00010385,0.00010387,0.000103897
asset_1353,-74.00652658,40.7338996,6.12E-05,6.12E-05,6.12E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.14E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05
asset_1354,-73.9930643,40.71776141,6.63E-05,6.63E-05,6.63E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.65E-05,6.65E-05,6.65E-05,6.65E-05,6.66E-05,6.66E-05,6.67E-05,6.67E-05,6.68E-05,6.68E-05,6.69E-05,6.69E-05,6.69E-05,6.70E-05,6.70E-05,6.70E-05
asset_1355,-73.91716307,40.79089565,0.19404312,0.194078891,0.194114663,0.194150436,0.194186211,0.194221988,0.194257766,0.194293545,0.194329325,0.194365106,0.194400889,0.194436674,0.19447246,0.194508247,0.194544035,0.194579825,0.194615617,0.194651409,0.194687203,0.194722999,0.194758796,0.194794594,0.194830393,0.194866194,0.194901996,0.1949378,0.194973605
asset_1356,-74.00733617,40.74152074,6.09E-05,6.09E-05,6.10E-05,6.10E-05,6.10E-05,6.10E-05,6.11E-05,6.11E-05,6.11E-05,6.11E-05,6.11E-05,6.11E-05,6.11E-05,6.11E-05,6.12E-05,6.12E-05,6.12E-05,6.12E-05,6.12E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05,6.13E-05
asset_1357,-73.929235,40.87044501,9.86E-05,9.86E-05,9.86E-05,9.86E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.88E-05,9.88E-05,9.88E-05,9.88E-05,9.88E-05,9.88E-05,9.89E-05,9.89E-05,9.89E-05,9.89E-05,9.89E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.91E-05
asset_1358,-73.95289429,40.7763304,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.80E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.82E-05,7.82E-05,7.82E-05,7.84E-05,7.84E-05,7.84E-05,7.84E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05,7.85E-05
asset_1359,-73.96107985,40.80370127,6.91E-05,6.91E-05,6.91E-05,6.92E-05,6.92E-05,6.92E-05,6.92E-05,6.92E-05,6.92E-05,6.92E-05,6.92E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.93E-05,6.94E-05,6.94E-05,6.94E-05,6.94E-05,6.94E-05,6.94E-05,6.95E-05,6.95E-05,6.95E-05
asset_1360,-73.96714003,40.75347673,0.000152963,0.000152993,0.000153022,0.000153051,0.00015308,0.000153109,0.000153138,0.000153167,0.000153195,0.000153224,0.000153253,0.000153282,0.00015331,0.000153339,0.000153368,0.000153397,0.000153426,0.000153455,0.000153483,0.000153512,0.000153541,0.00015357,0.000153598,0.000153627,0.000153656,0.000153685,0.000153714
asset_1361,-73.95361512,40.77147394,0.000110973,0.000110996,0.000111017,0.000111038,0.000111068,0.000111089,0.00011111,0.000111132,0.000111153,0.000111174,0.000111195,0.000111216,0.000111237,0.000111258,0.00011128,0.000111302,0.000111324,0.000111346,0.000111369,0.000111391,0.000111414,0.000111435,0.000111456,0.000111503,0.000111673,0.000111705,0.00011178
asset_1362,-73.96372249,40.80755075,0.000248478,0.000248523,0.000248568,0.000248614,0.000248659,0.000248704,0.000248749,0.000248794,0.000248841,0.000248887,0.000248932,0.000248977,0.000249022,0.000249068,0.000249113,0.00024916,0.000249205,0.00024925,0.000249295,0.000249341,0.000249387,0.000249432,0.000249477,0.000249522,0.000249567,0.000249612,0.000249657
asset_1363,-73.94949568,40.80384221,4.65E-05,4.65E-05,4.65E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.68E-05
asset_1364,-73.98346993,40.75567485,9.01E-05,9.01E-05,9.01E-05,9.01E-05,9.01E-05,9.01E-05,9.02E-05,9.02E-05,9.02E-05,9.02E-05,9.02E-05,9.02E-05,9.03E-05,9.03E-05,9.03E-05,9.03E-05,9.03E-05,9.03E-05,9.04E-05,9.04E-05,9.04E-05,9.04E-05,9.04E-05,9.04E-05,9.05E-05,9.05E-05,9.05E-05
asset_1365,-74.00897592,40.7135458,0.000154617,0.000154645,0.000154673,0.000154702,0.00015473,0.000154765,0.000154793,0.000154821,0.000154849,0.000154877,0.000154905,0.000154933,0.000154961,0.000154989,0.00015537,0.000155398,0.000155426,0.000155454,0.000155482,0.000155511,0.000155539,0.000155567,0.000155595,0.000155623,0.000155651,0.000155679,0.000155707
asset_1366,-74.00371383,40.73614125,0.00012732,0.000127346,0.000127372,0.000127398,0.000127424,0.00012745,0.000127476,0.000127502,0.000127528,0.000127554,0.00012758,0.00012761,0.000127636,0.000127663,0.000127689,0.000127716,0.000127742,0.000127788,0.000127814,0.000127851,0.000127877,0.000127903,0.00012793,0.000127956,0.000127981,0.000128008,0.000128034
asset_1367,-73.96279113,40.7629624,4.75E-05,4.75E-05,4.75E-05,4.75E-05,4.75E-05,4.75E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.76E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05,4.77E-05
asset_1368,-73.97613227,40.74385972,5.61E-05,5.61E-05,5.61E-05,5.61E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.64E-05,5.64E-05,5.64E-05,5.64E-05
asset_1369,-73.98741551,40.77383397,0.000109143,0.000109164,0.000109184,0.000109209,0.00010923,0.000109251,0.000109272,0.000109292,0.000109313,0.000109334,0.000109355,0.000109375,0.000109396,0.000109417,0.000109454,0.000109487,0.000109509,0.000109583,0.000109644,0.000109993,0.000110675,0.00011071,0.000111044,0.00011122,0.000111353,0.000112033,0.000112066
asset_1370,-74.0165237,40.69015227,0.000100864,0.000100885,0.000100906,0.000100933,0.000100954,0.000100975,0.000100996,0.000101018,0.000101046,0.000101067,0.000101089,0.00010111,0.000101131,0.000101153,0.000101174,0.000101225,0.000101246,0.000101268,0.000101289,0.000101311,0.000101332,0.000101466,0.000101489,0.00010151,0.000101531,0.000101553,0.000101574
asset_1371,-74.00959235,40.72992035,6.41E-06,6.41E-06,6.41E-06,6.41E-06,7.58E-06,7.58E-06,7.59E-06,7.59E-06,7.59E-06,7.59E-06,7.59E-06,7.59E-06,7.59E-06,7.60E-06,7.77E-06,7.77E-06,1.28E-05,1.30E-05,1.30E-05,1.37E-05,1.63E-05,1.63E-05,1.63E-05,1.76E-05,1.77E-05,1.78E-05,1.78E-05
asset_1372,-73.97635274,40.72665388,0.00207587,0.002076281,0.002076692,0.002077102,0.002077513,0.002077923,0.002078334,0.002078745,0.002079155,0.002079566,0.002079977,0.002080388,0.002080798,0.002081209,0.00208162,0.002082031,0.002082442,0.002082852,0.002083263,0.002083674,0.002084085,0.002084496,0.002084907,0.002085321,0.002085755,0.002086166,0.002086577
asset_1373,-73.95239137,40.78165463,0.000106293,0.000106313,0.000106332,0.000106351,0.000106371,0.00010639,0.000106409,0.000106429,0.000106448,0.000106468,0.000106487,0.000106506,0.000106526,0.000106545,0.000106564,0.000106584,0.000106603,0.000106622,0.000106642,0.000106661,0.00010668,0.0001067,0.00010672,0.000106761,0.000106782,0.000106802,0.000106821
asset_1374,-74.01153115,40.70944373,0.000106595,0.000106617,0.000106638,0.00010666,0.000106681,0.000106704,0.000106725,0.000106747,0.000106768,0.00010679,0.000106811,0.000106833,0.000106854,0.000106876,0.000106897,0.000106919,0.00010694,0.000106962,0.000106983,0.000107006,0.000107027,0.000107049,0.000107071,0.000107093,0.000107115,0.000107136,0.000107158
asset_1375,-73.97289021,40.755024,9.46E-05,9.46E-05,9.47E-05,9.47E-05,9.47E-05,9.47E-05,9.47E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.48E-05,9.49E-05,9.49E-05,9.49E-05,9.49E-05,9.49E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.51E-05,9.51E-05,9.51E-05
asset_1376,-73.96658354,40.79877823,0.000196797,0.000196834,0.000197241,0.000197277,0.000197369,0.000197405,0.000197441,0.000197477,0.000197513,0.000197549,0.000197585,0.00019762,0.000197656,0.000197692,0.000197728,0.000197764,0.0001978,0.000197836,0.000197872,0.000197908,0.000197944,0.00019798,0.000198016,0.000198052,0.000198122,0.000198158,0.000198194
asset_1377,-73.94492051,40.78138199,0.000167447,0.000167478,0.000167509,0.000167543,0.000167574,0.000167605,0.000167636,0.000167667,0.000167698,0.000167729,0.00016776,0.00016779,0.000167821,0.000167852,0.000167883,0.000167914,0.000167945,0.000167976,0.000168007,0.000168038,0.000168069,0.0001681,0.000168131,0.000168162,0.000169425,0.000169456,0.000169508
asset_1378,-73.95826741,40.76249745,0.000156181,0.00015621,0.000156239,0.000156275,0.000156303,0.000156332,0.000156361,0.00015639,0.000156419,0.000156448,0.000156477,0.000156505,0.000156534,0.000156563,0.000156592,0.000156621,0.00015665,0.000156679,0.000156707,0.000156736,0.000156765,0.000156794,0.000156823,0.000156852,0.000156881,0.00015691,0.000156938
